species_work,status,lower_limit,upper_limit,upper_limit_max,lower_limit_min,diff,n
Poa rodwayi,native,13.199999999999989,16.69999999999999,22.599999999999966,9.5,3.5,19
Poa tenera,native,13.199999999999989,16.19999999999999,23.899999999999977,9.5,3,7
Podolepis rugata,native,15.800000000000011,16,23.899999999999977,11.699999999999989,0.19999999999998863,17
Podotheca angustifolia,native,14,21.69999999999999,27.69999999999999,11,7.699999999999989,23
Pogonolepis stricta,native,18,21.69999999999999,28.5,10.099999999999966,3.6999999999999886,9
Polycarpaea corymbosa,native,21.5,26.599999999999966,29.69999999999999,16.19999999999999,5.099999999999966,10
Polycarpaea involucrata,native,27.19999999999999,27.5,35.10000000000002,17.599999999999966,0.30000000000001137,6
Polycarpaea longiflora,native,25,28.30000000000001,35.19999999999999,19.099999999999966,3.3000000000000114,9
Polycarpon tetraphyllum,introduced,13.199999999999989,22.5,30.099999999999966,8.800000000000011,9.300000000000011,131
Polymeria ambigua,native,27.19999999999999,28.30000000000001,35.19999999999999,17.599999999999966,1.1000000000000227,8
Polypogon maritimus,introduced,14.199999999999989,18.599999999999966,24.80000000000001,10.300000000000011,4.399999999999977,13
Polypogon monspeliensis,introduced,12.800000000000011,20.399999999999977,28.5,6.300000000000011,7.599999999999966,60
Polypogon tenellus,native,18.599999999999966,20.399999999999977,24.80000000000001,14.099999999999966,1.8000000000000114,7
Polyscias elegans,native,21.30000000000001,26.399999999999977,28.80000000000001,15.599999999999966,5.099999999999966,8
Polyscias macgillivrayi,native,26.19999999999999,26.399999999999977,28.30000000000001,24.19999999999999,0.19999999999998863,8
Polystichum proliferum,native,11.599999999999966,14.599999999999966,21.19999999999999,6.300000000000011,3,16
Pomaderris apetala,native,12.300000000000011,14.599999999999966,21.19999999999999,6.899999999999977,2.2999999999999545,28
Pomaderris elliptica,native,12.800000000000011,17.80000000000001,25.69999999999999,6.300000000000011,5,23
Pomaderris oraria,native,14.5,16.5,21.899999999999977,10.800000000000011,2,8
Pomaderris paniculosa,native,14,15.800000000000011,23.899999999999977,9.899999999999977,1.8000000000000114,11
Poranthera microphylla,native,11.599999999999966,23.69999999999999,28.5,8.099999999999966,12.100000000000023,34
Portulaca australis,native,23.399999999999977,26.399999999999977,28.80000000000001,18.30000000000001,3,24
Portulaca intraterranea,native,25,25.599999999999966,29.899999999999977,20.30000000000001,0.5999999999999659,12
Portulaca oleracea,native,14.5,27.399999999999977,30.80000000000001,9.800000000000011,12.899999999999977,121
Portulaca pilosa,native,17.599999999999966,27.399999999999977,34.10000000000002,11.599999999999966,9.800000000000011,22
Posidonia australis,native,14.199999999999989,18.599999999999966,24.80000000000001,8.800000000000011,4.399999999999977,9
Prasophyllum elatum,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,8
Praxelis clematidea,introduced,21,26.399999999999977,30.099999999999966,14.399999999999977,5.399999999999977,10
Premna acuminata,native,26.19999999999999,28.30000000000001,35.19999999999999,17.599999999999966,2.1000000000000227,24
Premna serratifolia,native,23.69999999999999,26.69999999999999,29.69999999999999,17.899999999999977,3,73
Proiphys amboinensis,native,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886,14
Pseuderanthemum variabile,native,16.099999999999966,26.599999999999966,30.5,7.699999999999989,10.5,23
Pseudognaphalium luteoalbum,native,11.599999999999966,25,29.19999999999999,7.699999999999989,13.400000000000034,172
Psilotum nudum,native,17.80000000000001,26.69999999999999,30.099999999999966,9.199999999999989,8.899999999999977,8
Psychotria nesophila,native,25.399999999999977,26.69999999999999,29.19999999999999,22.80000000000001,1.3000000000000114,16
Psydrax lamprophylla,native,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011,6
Psydrax odorata,native,23.399999999999977,26.30000000000001,29.69999999999999,17.899999999999977,2.900000000000034,6
Pteridium esculentum,native,11.599999999999966,24.5,29.69999999999999,6.300000000000011,12.900000000000034,95
Pteris tremula,native,13.699999999999989,14.300000000000011,20.19999999999999,10.399999999999977,0.6000000000000227,7
Pterocaulon serrulatum,native,24.5,28.30000000000001,35.19999999999999,17.899999999999977,3.8000000000000114,12
Pterocaulon sphacelatum,native,22.099999999999966,28.30000000000001,35.19999999999999,15.399999999999977,6.2000000000000455,22
Pterostylis melagramma,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,6
Pterostylis nana,native,13.199999999999989,18,28.5,9.5,4.800000000000011,11
Pterostylis nutans,native,12.199999999999989,22.5,30.099999999999966,7.300000000000011,10.300000000000011,12
Pterostylis pedunculata,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,9
Pterostylis sanguinea,native,13.699999999999989,18.599999999999966,28.399999999999977,10.199999999999989,4.899999999999977,11
Ptilotus conicus,native,26.599999999999966,27.30000000000001,31,21.80000000000001,0.7000000000000455,13
Ptilotus divaricatus,native,20.399999999999977,22.099999999999966,30.399999999999977,15.399999999999977,1.6999999999999886,7
Ptilotus exaltatus,native,15.800000000000011,27.399999999999977,34.5,11.800000000000011,11.599999999999966,26
Ptilotus gaudichaudii,native,20.30000000000001,21.69999999999999,27.69999999999999,15.5,1.3999999999999773,7
Ptilotus giganteus,native,27.099999999999966,27.5,35.10000000000002,17.599999999999966,0.4000000000000341,15
Ptilotus obovatus,native,17.099999999999966,25.599999999999966,30.399999999999977,11.800000000000011,8.5,11
Ptilotus villosiflorus,native,20.399999999999977,25.599999999999966,30.399999999999977,15.399999999999977,5.199999999999989,17
Ptychosperma elegans,native,23.399999999999977,26.399999999999977,29,18.30000000000001,3,8
Puccinellia stricta,native,14,15.800000000000011,23.899999999999977,10.300000000000011,1.8000000000000114,7
Pultenaea daphnoides,native,11.599999999999966,16.69999999999999,23.899999999999977,6.300000000000011,5.100000000000023,38
Pultenaea dentata,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,11
Pycnospora lutescens,native,23.399999999999977,26.599999999999966,29.69999999999999,17.899999999999977,3.1999999999999886,10
Pyrorchis nigricans,native,13.599999999999966,18,28.5,10.099999999999966,4.400000000000034,10
Quinetia urvillei,native,15.599999999999966,18,28.5,10.099999999999966,2.400000000000034,9
Quisqualis indica,native,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,8
Ranunculus amphitrichus,native,13.599999999999966,16.5,23.899999999999977,10.5,2.900000000000034,6
Raphanus raphanistrum,introduced,11.599999999999966,22.69999999999999,28.5,8.099999999999966,11.100000000000023,41
Raphanus sativus,introduced,20.19999999999999,20.30000000000001,24.099999999999966,16.30000000000001,0.10000000000002274,6
Reichardia tingitana,introduced,15.5,20.19999999999999,24.099999999999966,10.899999999999977,4.699999999999989,9
Rhagodia baccata,native,13.199999999999989,25,29.599999999999966,9.5,11.800000000000011,215
Rhagodia candolleana,native,11.599999999999966,17.599999999999966,26.69999999999999,6.300000000000011,6,197
Rhagodia crassifolia,native,15.5,21.69999999999999,27.69999999999999,10.199999999999989,6.199999999999989,55
Rhagodia latifolia,native,20.399999999999977,22.099999999999966,30.399999999999977,15.399999999999977,1.6999999999999886,12
Rhagodia parabolica,native,16.099999999999966,16.30000000000001,21.30000000000001,11.199999999999989,0.20000000000004547,7
Rhagodia preissii,native,15.800000000000011,25.599999999999966,29.899999999999977,11.800000000000011,9.799999999999955,19
Rhizophora apiculata,native,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886,16
Rhizophora stylosa,native,22.5,27.19999999999999,30.5,16.80000000000001,4.699999999999989,69
Rhodamnia australis,native,26.19999999999999,26.69999999999999,29.19999999999999,22.899999999999977,0.5,7
Rhodanthe citrina,native,16.5,21.69999999999999,28.5,10.099999999999966,5.199999999999989,11
Rhynchosia australis,native,23.69999999999999,27.399999999999977,31.399999999999977,18.399999999999977,3.6999999999999886,12
Rhynchosia minima,native,23.399999999999977,27.399999999999977,33,17.899999999999977,4,24
Ricinus communis,introduced,15.800000000000011,26.399999999999977,29.69999999999999,11.599999999999966,10.599999999999966,16
Roepera apiculata,native,15.5,21.30000000000001,27,9.5,5.800000000000011,42
Roepera billardierei,native,14.099999999999966,19.599999999999966,29.899999999999977,9.5,5.5,82
Roepera fruticulosa,native,19,22.099999999999966,30.399999999999977,11.599999999999966,3.099999999999966,17
Roepera similis,native,18.599999999999966,22,25.899999999999977,14.099999999999966,3.400000000000034,23
Romulea rosea,introduced,14.199999999999989,21.30000000000001,28.5,9.5,7.100000000000023,27
Rorippa nasturtium-aquaticum,introduced,13.599999999999966,18.5,27.599999999999966,10.5,4.900000000000034,8
Rostraria cristata,introduced,14.099999999999966,20.399999999999977,29.80000000000001,9.5,6.300000000000011,70
Rostraria pumila,introduced,21.099999999999966,22,27,15.5,0.9000000000000341,6
Rottboellia cochinchinensis,native,26.19999999999999,26.5,29,23.099999999999966,0.30000000000001137,9
Rubus anglocandicans,native,11.599999999999966,16.5,23.399999999999977,8.099999999999966,4.900000000000034,16
Rubus moluccanus,native,21,24.5,30.099999999999966,14.399999999999977,3.5,7
Rubus parvifolius,native,13.199999999999989,21.5,25.69999999999999,7.699999999999989,8.300000000000011,6
Ruellia tuberosa,introduced,26.30000000000001,27.19999999999999,30.5,22.599999999999966,0.8999999999999773,8
Rumex acetosella,introduced,11.599999999999966,21.30000000000001,28.5,6.300000000000011,9.700000000000045,52
Rumex brownii,native,11.599999999999966,22.5,30.099999999999966,7.699999999999989,10.900000000000034,59
Rumex crispus,introduced,11.599999999999966,21,28.5,6.300000000000011,9.400000000000034,29
Rumex hypogaeus,native,14,22.5,30.399999999999977,11,8.5,14
Rumex pulcher,introduced,12.399999999999977,18.599999999999966,28.5,6.899999999999977,6.199999999999989,12
Rumex sagittatus,native,16.399999999999977,17.599999999999966,23.599999999999966,9,1.1999999999999886,10
Rumohra adiantiformis,native,11.599999999999966,14.599999999999966,21.19999999999999,6.899999999999977,3,15
Ruppia maritima,native,15.800000000000011,26.599999999999966,29.19999999999999,10.099999999999966,10.799999999999955,15
Ruppia polycarpa,native,14,22.099999999999966,30.399999999999977,10.399999999999977,8.099999999999966,8
Rytidosperma caespitosum,native,11.599999999999966,21.19999999999999,27,6.300000000000011,9.600000000000023,60
Rytidosperma penicillatum,native,14,14.399999999999977,20.19999999999999,10.300000000000011,0.39999999999997726,6
Rytidosperma pilosum,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,10
Rytidosperma racemosum,native,12.399999999999977,21.69999999999999,28.5,6.899999999999977,9.300000000000011,29
Rytidosperma setaceum,native,12.199999999999989,18,28.5,6.899999999999977,5.800000000000011,22
Sacciolepis indica,native,21,27.399999999999977,35.10000000000002,14.399999999999977,6.399999999999977,9
Sagina apetala,introduced,13.199999999999989,22.099999999999966,32,8.800000000000011,8.899999999999977,87
Sagina maritima,native,13.199999999999989,18.599999999999966,27.5,9.5,5.399999999999977,56
Sagina procumbens,introduced,11.599999999999966,16.5,22.099999999999966,6.300000000000011,4.900000000000034,12
Salacia chinensis,native,25.399999999999977,26.69999999999999,29.30000000000001,22.80000000000001,1.3000000000000114,18
Salicornia blackiana,native,14,21.69999999999999,28.099999999999966,9.899999999999977,7.699999999999989,36
Salicornia quinqueflora,native,11.599999999999966,25.80000000000001,30.399999999999977,6.300000000000011,14.200000000000045,341
Salsola australis,native,14.300000000000011,27.5,34.5,9.5,13.199999999999989,231
Sambucus gaudichaudiana,native,13.599999999999966,14.5,20.19999999999999,9.699999999999989,0.9000000000000341,20
Samolus junceus,native,18,19.5,28.5,10.099999999999966,1.5,10
Samolus repens,native,12.099999999999966,25,30.399999999999977,6.300000000000011,12.900000000000034,146
Santalum album,native,26.5,26.69999999999999,29.19999999999999,22.80000000000001,0.19999999999998863,16
Santalum lanceolatum,native,21.19999999999999,27.5,35.10000000000002,16.19999999999999,6.300000000000011,18
Sarcopetalum harveyanum,native,16.099999999999966,24.5,29.69999999999999,7.699999999999989,8.400000000000034,6
Scaevola calendulacea,native,16.599999999999966,22.5,30.099999999999966,9.599999999999966,5.900000000000034,6
Scaevola crassifolia,native,15.699999999999989,25.599999999999966,30.399999999999977,9.5,9.899999999999977,119
Scaevola macrostachya,native,27.099999999999966,27.5,34.5,19.099999999999966,0.4000000000000341,9
Scaevola spinescens,native,17.19999999999999,25.599999999999966,30.399999999999977,9.5,8.399999999999977,19
Scaevola taccada,native,22.599999999999966,27.30000000000001,31,17.399999999999977,4.7000000000000455,104
Schenkia australis,native,14.199999999999989,24.5,30.399999999999977,7.699999999999989,10.300000000000011,46
Schizachyrium fragile,native,21.5,28.30000000000001,35.19999999999999,16.19999999999999,6.800000000000011,20
Schizaea bifida,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,7
Schizaea fistulosa,native,12.099999999999966,15.800000000000011,23.899999999999977,8.199999999999989,3.7000000000000455,6
Schoenoplectus subulatus,native,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989,14
Schoenoplectus tabernaemontani,native,14,26.399999999999977,30.099999999999966,10.099999999999966,12.399999999999977,16
Schoenus apogon,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,10
Schoenus calostachyus,native,22.5,26.69999999999999,30.099999999999966,17.80000000000001,4.199999999999989,6
Schoenus lepidosperma,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,11
Schoenus nitens,native,12.099999999999966,22.5,30.099999999999966,7.300000000000011,10.400000000000034,21
Schoenus sparteus,native,23.69999999999999,26.69999999999999,30.5,18.399999999999977,3,18
Scleranthus biflorus,native,11.599999999999966,14.300000000000011,20.19999999999999,8.099999999999966,2.7000000000000455,15
Scleranthus pungens,native,15.699999999999989,16.30000000000001,23.899999999999977,11.300000000000011,0.6000000000000227,22
Scleria brownii,native,22.5,27.399999999999977,35.10000000000002,16.80000000000001,4.899999999999977,18
Scleria novae-hollandiae,native,23.69999999999999,27.399999999999977,30.5,18.399999999999977,3.6999999999999886,8
Scleria rugosa,native,25.399999999999977,28.30000000000001,35.19999999999999,17.599999999999966,2.900000000000034,12
Scleria sphacelata,native,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3,8
Sclerolaena uniflora,native,15.800000000000011,25.599999999999966,29.899999999999977,9.5,9.799999999999955,35
Sclerolaena ventricosa,native,16.099999999999966,16.30000000000001,21.30000000000001,11.199999999999989,0.20000000000004547,10
Scolopia braunii,native,22.5,26.399999999999977,29.69999999999999,16.80000000000001,3.8999999999999773,7
Scoparia dulcis,introduced,21.30000000000001,26.399999999999977,29.69999999999999,15.599999999999966,5.099999999999966,11
Scyphiphora hydrophylacea,native,26.30000000000001,26.69999999999999,29.30000000000001,22.899999999999977,0.39999999999997726,10
Sebaea albidiflora,native,13.599999999999966,14.599999999999966,21.19999999999999,9.899999999999977,1,10
Sebaea ovata,native,13.599999999999966,16.5,23.899999999999977,9.899999999999977,2.900000000000034,11
Secamone elliptica,native,23.399999999999977,27.5,32.19999999999999,18.30000000000001,4.100000000000023,22
Secamone timorensis,native,27.099999999999966,27.5,35.10000000000002,17.599999999999966,0.4000000000000341,10
Sehima nervosum,native,23.69999999999999,27.399999999999977,33,18.399999999999977,3.6999999999999886,13
Selaginella uliginosa,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,9
Selliera radicans,native,12.300000000000011,15.800000000000011,23.899999999999977,6.300000000000011,3.5,27
Semecarpus australiensis,native,25.399999999999977,26.69999999999999,28.80000000000001,22.80000000000001,1.3000000000000114,12
Senecio biserratus,native,11.599999999999966,16.5,22.099999999999966,6.300000000000011,4.900000000000034,20
Senecio depressicola,native,13.199999999999989,21.69999999999999,29.899999999999977,8.800000000000011,8.5,399
Senecio elegans,introduced,13.699999999999989,16.69999999999999,22.5,9.699999999999989,3,14
Senecio glomeratus,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,22
Senecio glossanthus,native,15.800000000000011,21.69999999999999,27.69999999999999,10.199999999999989,5.899999999999977,11
Senecio hispidulus,native,13.199999999999989,22.5,30.099999999999966,7.800000000000011,9.300000000000011,43
Senecio linearifolius,native,11.599999999999966,16.599999999999966,24.399999999999977,7.699999999999989,5,25
Senecio madagascariensis,introduced,15.699999999999989,21.5,25.599999999999966,9.800000000000011,5.800000000000011,8
Senecio minimus,native,11.599999999999966,18.099999999999966,24.80000000000001,8,6.5,18
Senecio pinnatifolius,native,11.599999999999966,22.5,30.399999999999977,6.300000000000011,10.900000000000034,95
Senecio pterophorus,native,15.800000000000011,16.30000000000001,23.899999999999977,9.599999999999966,0.5,6
Senecio quadridentatus,native,12.199999999999989,17.599999999999966,23.899999999999977,8.5,5.399999999999977,9
Senna alata,introduced,24.5,27.19999999999999,30.5,17.899999999999977,2.6999999999999886,10
Senna goniodes,native,27.099999999999966,27.5,34.5,19.099999999999966,0.4000000000000341,11
Senna occidentalis,introduced,21,26.399999999999977,30.099999999999966,14.399999999999977,5.399999999999977,16
Senna pendula,introduced,17.599999999999966,22.69999999999999,30.099999999999966,11.599999999999966,5.100000000000023,8
Sersalisia sericea,native,22.5,27.5,35.10000000000002,16.80000000000001,5,75
Sesbania cannabina,native,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023,25
Sesuvium portulacastrum,native,20.19999999999999,28.30000000000001,35.19999999999999,14.599999999999966,8.100000000000023,154
Setaria apiculata,native,25.399999999999977,28.30000000000001,35.19999999999999,17.599999999999966,2.900000000000034,13
Setaria dielsii,native,20.19999999999999,25.599999999999966,30.399999999999977,15,5.399999999999977,112
Setaria surgens,native,22.5,26.69999999999999,30.099999999999966,17.80000000000001,4.199999999999989,11
Sherardia arvensis,introduced,14,18.5,27.599999999999966,9.899999999999977,4.5,7
Sida acuta,native,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,12
Sida calyxhymenia,native,21.099999999999966,25,30.399999999999977,15.399999999999977,3.900000000000034,6
Sida cordifolia,native,21,26.399999999999977,30.099999999999966,14.399999999999977,5.399999999999977,14
Sida corrugata,native,21.099999999999966,25,30.399999999999977,15.399999999999977,3.900000000000034,6
Sida hookeriana,native,16.30000000000001,16.69999999999999,22.5,11.300000000000011,0.39999999999997726,12
Sida pusilla,native,26.30000000000001,27.399999999999977,29,23.099999999999966,1.099999999999966,7
Sida rhombifolia,native,17.599999999999966,26.399999999999977,30.099999999999966,11.599999999999966,8.800000000000011,13
Sida spinosa,native,22.5,26.099999999999966,28.69999999999999,16.80000000000001,3.599999999999966,7
Sigesbeckia orientalis,native,15.800000000000011,26.19999999999999,30.099999999999966,9.199999999999989,10.399999999999977,13
Silene gallica,introduced,13.599999999999966,22.5,30.099999999999966,9.599999999999966,8.900000000000034,42
Silene nocturna,introduced,14.5,21.19999999999999,27,10.800000000000011,6.699999999999989,27
Siloxerus humifusus,native,16.399999999999977,18.5,28.5,10.099999999999966,2.1000000000000227,8
Siloxerus multiflorus,native,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886,6
Sisymbrium irio,introduced,14,22.80000000000001,30,10.199999999999989,8.800000000000011,15
Sisymbrium orientale,introduced,15.5,22.899999999999977,30.399999999999977,9.5,7.399999999999977,100
Smilax australis,native,18.599999999999966,27.399999999999977,31.599999999999966,11.899999999999977,8.800000000000011,43
Solanum americanum,native,15.800000000000011,26.399999999999977,30.099999999999966,7.800000000000011,10.599999999999966,51
Solanum ellipticum,native,22.5,25.599999999999966,29.899999999999977,16.80000000000001,3.099999999999966,6
Solanum esuriale,native,25,25.599999999999966,29.899999999999977,20.30000000000001,0.5999999999999659,7
Solanum laciniatum,native,11.599999999999966,20.399999999999977,24.30000000000001,6.300000000000011,8.800000000000011,31
Solanum lycopersicum,introduced,17.599999999999966,22.80000000000001,30.099999999999966,11.599999999999966,5.2000000000000455,32
Solanum nigrum,introduced,13.800000000000011,22.80000000000001,29.80000000000001,7.699999999999989,9,159
Solanum simile,native,15.800000000000011,18.599999999999966,27,11.300000000000011,2.7999999999999545,9
Solanum symonii,native,15.5,20.399999999999977,27.599999999999966,9.899999999999977,4.899999999999977,34
Solanum vescum,native,11.599999999999966,16.5,23.399999999999977,8.099999999999966,4.900000000000034,20
Solanum viridifolium,native,25.599999999999966,26.399999999999977,29.30000000000001,22.599999999999966,0.8000000000000114,10
Soliva sessilis,introduced,17.599999999999966,22.5,30.099999999999966,10.099999999999966,4.900000000000034,6
Sonchus asper,introduced,11.599999999999966,18.599999999999966,28.5,6.899999999999977,7,71
Sonchus hydrophilus,native,13.199999999999989,18,28.5,9.5,4.800000000000011,8
Sonchus oleraceus,introduced,11.599999999999966,23.80000000000001,31.30000000000001,6.300000000000011,12.200000000000045,525
Sonneratia alba,native,24.5,27.19999999999999,30.5,17.899999999999977,2.6999999999999886,21
Sophora tomentosa,native,21,26.69999999999999,30.5,14.599999999999966,5.699999999999989,56
Sorghum nitidum,native,23.399999999999977,26.399999999999977,29,18.30000000000001,3,7
Sorghum plumosum,native,24.5,27.5,33,17.899999999999977,3,38
Sorghum stipoideum,native,27.099999999999966,28.30000000000001,35.19999999999999,19.099999999999966,1.2000000000000455,12
Spergula arvensis,introduced,15.5,18,28.5,10.099999999999966,2.5,11
Spergularia diandra,introduced,15.800000000000011,21.19999999999999,31,10.199999999999989,5.399999999999977,17
Spergularia marina,native,15.699999999999989,18.599999999999966,28.5,10.099999999999966,2.8999999999999773,18
Spergularia media,introduced,13.199999999999989,16.899999999999977,24.30000000000001,9.5,3.6999999999999886,39
Spergularia rubra,introduced,14.199999999999989,20.5,27.5,9.800000000000011,6.300000000000011,86
Spermacoce brachystema,native,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3,7
Sphaeromorphaea australis,native,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011,16
Sphagneticola trilobata,introduced,21.30000000000001,27.399999999999977,34.5,15.599999999999966,6.099999999999966,11
Spinifex hirsutus,native,13.199999999999989,26,28.80000000000001,9,12.800000000000011,55
Spinifex longifolius,native,18.399999999999977,27.5,34.5,11.099999999999966,9.100000000000023,219
Spinifex sericeus,native,13.199999999999989,26.399999999999977,30.099999999999966,9.099999999999966,13.199999999999989,87
Sporadanthus tasmanicus,native,13.199999999999989,14,20.19999999999999,9.5,0.8000000000000114,6
Sporobolus africanus,introduced,15.399999999999977,22.5,26.599999999999966,9.099999999999966,7.100000000000023,14
Sporobolus virginicus,native,14,28.30000000000001,35.19999999999999,7.399999999999977,14.300000000000011,307
Sprengelia incarnata,native,12.199999999999989,15.800000000000011,23.899999999999977,8.5,3.6000000000000227,9
Spyridium globulosum,native,15.599999999999966,20.399999999999977,29.599999999999966,10.399999999999977,4.800000000000011,60
Spyridium phylicoides,native,15.800000000000011,16.30000000000001,23.899999999999977,11.800000000000011,0.5,6
Spyridium vexilliferum,native,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,6
Stachys arvensis,introduced,15.800000000000011,22.5,30.099999999999966,10.099999999999966,6.699999999999989,9
Stachytarpheta jamaicensis,introduced,22.5,26.399999999999977,30.099999999999966,16.80000000000001,3.8999999999999773,22
Stackhousia intermedia,native,25.399999999999977,28.30000000000001,35.19999999999999,19.80000000000001,2.900000000000034,12
Stackhousia monogyna,native,11.599999999999966,18.599999999999966,24.80000000000001,8.099999999999966,7,25
Stackhousia spathulata,native,11.599999999999966,22.5,30.099999999999966,8.099999999999966,10.900000000000034,12
Stackhousia viminea,native,20.399999999999977,22.5,30.099999999999966,16.599999999999966,2.1000000000000227,9
Stellaria flaccida,native,13.199999999999989,16.099999999999966,24.399999999999977,7.699999999999989,2.8999999999999773,6
Stellaria media,introduced,11.599999999999966,22.69999999999999,30.099999999999966,8.099999999999966,11.100000000000023,89
Stellaria multiflora,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,8
Stellaria pallida,native,15.800000000000011,18.599999999999966,24.80000000000001,11.800000000000011,2.7999999999999545,6
Stemodia lythrifolia,native,26.599999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.7000000000000455,22
Stenocarpus acacioides,native,26.599999999999966,28.30000000000001,35.19999999999999,19.5,1.7000000000000455,10
Stenotaphrum micranthum,native,22.599999999999966,25.899999999999977,28.30000000000001,17.399999999999977,3.3000000000000114,41
Stenotaphrum secundatum,introduced,14,22.69999999999999,30.099999999999966,9.199999999999989,8.699999999999989,51
Stephania japonica,native,15.699999999999989,26.69999999999999,30.099999999999966,7.699999999999989,11,36
Sterculia quadrifida,native,23.399999999999977,27.5,35.10000000000002,17.599999999999966,4.100000000000023,57
Streblus brunonianus,native,23.69999999999999,26.399999999999977,28.80000000000001,18.399999999999977,2.6999999999999886,8
Striga curviflora,native,24.5,27.399999999999977,32.39999999999998,17.899999999999977,2.8999999999999773,8
Strychnos lucida,native,26.5,28.30000000000001,35.19999999999999,17.599999999999966,1.8000000000000114,28
Stuartina muelleri,native,15.800000000000011,16.69999999999999,23.899999999999977,11.399999999999977,0.8999999999999773,7
Stylidium adnatum,native,15.599999999999966,23.599999999999966,27.30000000000001,10.5,8,18
Stylidium armeria,native,11.599999999999966,14.599999999999966,21.19999999999999,8,3,11
Stylidium calcaratum,native,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886,6
Stylidium graminifolium,native,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034,23
Stylidium inundatum,native,14.199999999999989,18,28.5,10.099999999999966,3.8000000000000114,8
Stylidium perpusillum,native,14,16.5,23.899999999999977,10.399999999999977,2.5,6
Stylidium tenerum,native,21.30000000000001,26.69999999999999,30.099999999999966,15.599999999999966,5.399999999999977,6
Stylobasium spathulatum,native,21.19999999999999,25.599999999999966,29.899999999999977,16.19999999999999,4.399999999999977,8
Stylosanthes hamata,introduced,22.5,27.399999999999977,34.5,17.80000000000001,4.899999999999977,11
Stylosanthes humilis,introduced,21.30000000000001,26.399999999999977,29.69999999999999,15.599999999999966,5.099999999999966,11
Stypandra glauca,native,15.399999999999977,23.599999999999966,27.30000000000001,9.699999999999989,8.199999999999989,9
Suaeda australis,native,11.599999999999966,25.899999999999977,30.399999999999977,8.099999999999966,14.300000000000011,184
Suriana maritima,native,22.599999999999966,27.399999999999977,29.19999999999999,17.399999999999977,4.800000000000011,68
Surreya diandra,native,15.800000000000011,16.899999999999977,23.899999999999977,11.800000000000011,1.099999999999966,8
Swainsona lessertiifolia,native,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455,22
Symphyotrichum subulatum,introduced,14,23.399999999999977,28.5,10.099999999999966,9.399999999999977,26
Synaptantha scleranthoides,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,6
Synedrella nodiflora,introduced,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3,13
Synostemon trachyspermus,native,27.099999999999966,27.399999999999977,33,20.19999999999999,0.30000000000001137,7
Syringodium isoetifolium,native,18.599999999999966,25.5,30.099999999999966,14.099999999999966,6.900000000000034,6
Syzygium angophoroides,native,25.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,2,9
Syzygium aqueum,native,26.30000000000001,26.399999999999977,29,24.30000000000001,0.0999999999999659,7
Syzygium branderhorstii,native,26.19999999999999,26.399999999999977,29,24.19999999999999,0.19999999999998863,9
Syzygium bungadinnia,native,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,6
Syzygium hemilamprum,native,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011,6
Syzygium oleosum,native,21.30000000000001,24.5,30.099999999999966,15.599999999999966,3.1999999999999886,6
Syzygium smithii,native,16.099999999999966,22.5,30.099999999999966,7.699999999999989,6.400000000000034,13
Syzygium suborbiculare,native,25.30000000000001,27.399999999999977,32.39999999999998,20.099999999999966,2.099999999999966,27
