species_work,lower_limit_islands,upper_limit_islands,upper_limit_max_islands,lower_limit_min_islands,diff_islands,number_of_islands,number_of_mainland,lower_limit_mainland,upper_limit_mainland,upper_limit_max_mainland,lower_limit_min_mainland,diff_mainland,lower_limit_sd,upper_limit_sd,upper_limit_max_sd,lower_limit_min_sd,diff_sd,min,max,abs_max,abs_min,diff,lower_limit_std,upper_limit_std,upper_limit_max_std,lower_limit_min_std,diff_std
Amyema benthamii,27.09999999999997,28.30000000000001,35.19999999999999,19.09999999999997,1.2000000000000457,11,105,23.453499999999984,28.46729999999999,39.9618,11.61489999999999,5.013800000000006,1.7764187044200463,0.4822377663178812,0.6478120255293365,1.4977888240207151,1.8061704824882376,3.6464999999999854,-0.16729999999997958,-4.761800000000008,7.48509999999998,-3.8137999999999606,2.0527255150640125,-0.34692430100901483,-7.350589078844396,4.9974334698977945,-2.111539324209279
Amyema congener,16.5,24.5,30.09999999999997,9.199999999999989,8,9,296,15.616199999999989,24.00039999999999,32.258199999999995,4.707199999999987,8.384200000000003,1.684403388376661,1.0994947606645191,1.0889989341953847,1.6935159155308084,1.9187057595660129,0.8838000000000115,0.4996000000000116,-2.1582000000000257,4.492800000000002,-0.38420000000000343,0.5246961660720543,0.45439052360564264,-1.981820121426132,2.652942295255488,-0.20023914458197314
Amyema linophylla,18,22.5,30.09999999999997,10.199999999999989,4.5,6,138,15.019599999999995,19.530999999999988,33.58669999999999,4.72569999999999,4.511399999999992,1.1254343350202296,0.6533497270726185,1.0452682410250955,0.5951501606432746,1.164768958517831,2.980400000000005,2.969000000000012,-3.486700000000024,5.474299999999999,-0.011399999999992083,2.6482220306051283,4.544273728103989,-3.3356987834822323,9.198182848649559,-0.00978734874124615
Amyema mackayensis,23.5,27.19999999999999,30.5,18.899999999999977,3.6999999999999886,6,74,22.241699999999987,27.58419999999999,34.9479,14.324699999999986,5.342500000000003,1.1117405619464795,0.4202224969548252,2.1627281343208606,1.7341589365502856,1.1227307220675278,1.2583000000000126,-0.3841999999999999,-4.447899999999997,4.5752999999999915,-1.6425000000000143,1.1318288124676597,-0.914277561968088,-2.056615405984315,2.6383394875567223,-1.4629509709820023
Amyema miquelii,18,27.19999999999999,30.5,10.099999999999966,9.199999999999989,11,1030,13.298899999999987,24.368199999999987,36.5966,2.511099999999992,11.0693,1.292888375054222,2.6290874578189403,1.50256651970758,1.3789591430924717,2.8078945460579128,4.701100000000013,2.831800000000001,-6.096600000000002,7.588899999999974,-1.8693000000000115,3.636122105129807,1.0771037652544388,-4.0574576366752035,5.503353770860105,-0.6657301295821019
Amyema sanguinea,24.5,27.399999999999977,31,17.899999999999977,2.8999999999999773,7,405,22.63259999999999,27.654099999999993,39.2816,7.323799999999988,5.0215000000000005,1.4165535160606744,0.5825311429722315,1.0180165999618074,1.8539824192291607,1.4777657262034247,1.8674000000000106,-0.2541000000000153,-8.281599999999997,10.57619999999999,-2.1215000000000233,1.3182699974464116,-0.4361998548327019,-8.135034340609668,5.704584838726414,-1.4356132114732671
Ancistrachne uncinulata,23.5,26.30000000000001,29.69999999999999,17.899999999999977,2.8000000000000114,6,151,18.591099999999987,23.53209999999999,33.42009999999999,6.221799999999989,4.941000000000004,1.1621365459150474,0.9638820771539722,0.7651218212816854,1.3607190438574437,1.4092640011811224,4.908900000000013,2.7679000000000222,-3.720100000000002,11.678199999999988,-2.140999999999993,4.2240303149014435,2.87161683530077,-4.862101558897272,8.582374188645117,-1.519232732976641
Andersonia sprengelioides,15.599999999999966,16.69999999999999,21.30000000000001,10.699999999999989,1.1000000000000227,12,127,13.959399999999986,16.852699999999988,27.600699999999993,6.030899999999992,2.893300000000003,0.5936531513131752,0.7518363970758359,2.4767930906747178,1.078618843062089,0.915490706251702,1.6405999999999796,-0.1526999999999994,-6.300699999999981,4.669099999999997,-1.7932999999999804,2.7635665647035355,-0.2031026970680124,-2.543894370394731,4.328776592428978,-1.9588402020401683
Angianthus cunninghamii,18.399999999999977,22.09999999999997,30.399999999999977,11.5,3.6999999999999886,14,44,20.190599999999986,25.111399999999986,33.568499999999986,12.116799999999994,4.9208,0.30013617196486236,0.3702257515450484,1.4546455732389694,0.5656126569284694,0.46517066088021114,-1.7906000000000084,-3.011400000000016,-3.1685000000000088,-0.6167999999999942,-1.2208000000000112,-5.965958678948028,-8.133956072565619,-2.178193821430265,-1.090498934994657,-2.6244131512722095
Angianthus preissianus,14.199999999999989,18.59999999999997,28.5,10.099999999999966,4.399999999999977,16,273,13.08169999999999,18.390999999999988,30.954399999999996,4.969599999999987,5.309299999999997,0.5253104425585515,0.8880696299658399,2.1061187944597006,0.6940299111115618,1.027462500137687,1.1182999999999979,0.20899999999998187,-2.454399999999996,5.1303999999999785,-0.9093000000000195,2.1288364163355675,0.23534190670164135,-1.1653663632158238,7.392188604354392,-0.884995802647948
Anisomeles inodora,24.5,27.5,35.10000000000002,17.599999999999966,3,28,67,24.64849999999999,27.2176,35.72089999999999,16.044200000000007,2.5691000000000095,0.3802661598832505,0.09591370829782617,0.5901028820565201,0.6641290743729112,0.3912393874065603,-0.14849999999999142,0.2823999999999991,-0.6208999999999705,1.5557999999999588,0.4308999999999905,-0.3905159482126518,2.9443132270843453,-1.0521894043901665,2.342616909926715,1.1013717275664183
Anthobolus filifolius,26.5,26.69999999999999,29.19999999999999,22.899999999999977,0.19999999999998863,14,135,24.27819999999999,27.33129999999999,36.5076,16.155999999999985,3.0531000000000015,0.5545378907453259,0.3386517311265312,0.6202152101544266,0.8373441019946023,0.627251013417944,2.221800000000009,-0.6313000000000031,-7.307600000000008,6.743999999999993,-2.853100000000013,4.006579238460697,-1.86415701434619,-11.782361800157235,8.05403654714399,-4.548577744742458
Anthocercis littorea,16.5,19.5,28.5,10.099999999999966,3,8,160,15.721099999999986,20.071399999999983,33.12649999999999,8.874699999999983,4.350299999999999,0.5798629415914006,0.40729341748661463,1.586973924245839,1.1955330230525685,0.6582348997000865,0.7789000000000144,-0.5713999999999828,-4.626499999999993,1.225299999999983,-1.350299999999999,1.3432484543026115,-1.402919800486983,-2.9152967980860782,1.0248984983044718,-2.0513953310820194
Anthocercis viscosa,15.599999999999966,23.59999999999997,27.30000000000001,10.300000000000011,8,11,68,14.73909999999998,16.567599999999985,25.075099999999985,8.477699999999997,1.8285000000000071,0.4237460923132558,0.12847858477873086,1.1704870909283978,0.4458604058463791,0.4406494320000022,0.8608999999999867,7.032399999999985,2.2249000000000265,1.8223000000000145,6.171499999999993,2.031641154022875,54.73597029506019,1.9008325826432633,4.087153683316492,14.005464552601449
Anthosachne scabra,11.599999999999966,21,25.69999999999999,6.899999999999977,9.400000000000034,43,552,6.127199999999992,20.34369999999999,35.2436,-3.121700000000013,14.216499999999998,0.7542738820144073,1.4487992715795208,1.4254160272884773,0.96453586736805,1.659406936643751,5.472799999999974,0.6563000000000088,-9.543600000000012,10.02169999999999,-4.816499999999964,7.255719879076283,0.45299581030606983,-6.695308469453997,10.390178674585137,-2.90254300716714
Antiaris toxicaria,26.19999999999999,26.59999999999997,29.30000000000001,22.80000000000001,0.39999999999997726,22,48,23.95229999999999,27.543699999999987,34.4604,18.2405,3.591399999999991,0.7704078388997886,0.05332122610322915,0.5378486042755166,1.1857975652976636,0.770973696334994,2.2476999999999983,-0.9437000000000175,-5.1603999999999886,4.5595000000000105,-3.1914000000000136,2.9175455992373016,-17.698392722122097,-9.594521504710531,3.8450913827399087,-4.139440833287943
Antidesma ghaesembilla,24.5,27.5,35.10000000000002,17.599999999999966,3,22,302,23.438699999999987,27.906099999999988,37.82150000000001,13.983099999999988,4.467400000000001,1.3731853290608416,0.3611969729292527,0.423470278859185,0.8828158096419413,1.3976661656886082,1.0613000000000135,-0.4060999999999879,-2.7214999999999847,3.616899999999978,-1.4674000000000014,0.7728745549050288,-1.1243172851272216,-6.426661175210729,4.097004109460778,-1.049893054595792
Antidesma parvifolium,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886,9,224,21.863499999999988,27.351599999999987,37.0983,12.092199999999988,5.4881,1.1299179016479317,0.4451017361857355,0.5225707513726636,0.9718248831984152,1.1935212117440075,1.836500000000001,-0.9516000000000098,-7.398300000000013,5.80779999999999,-2.7881000000000116,1.6253393253806783,-2.1379381894905003,-14.157508778603694,5.9761795570470335,-2.3360288636395157
Aotus ericoides,12.199999999999989,21.30000000000001,25.80000000000001,6.300000000000011,9.100000000000025,14,466,10.477999999999987,20.55979999999999,27.91659999999999,2.5988999999999924,10.081799999999998,1.2244734931125862,1.3264703100648276,1.7652423404508897,1.326856940042644,1.7462411397393311,1.7220000000000013,0.7402000000000228,-2.116599999999977,3.701100000000019,-0.9817999999999731,1.4063187236684993,0.5580222899703255,-1.1990421663347035,2.7893738113779385,-0.5622362099122981
Apalochlamys spectabilis,13.599999999999966,16.30000000000001,23.899999999999977,9.699999999999989,2.7000000000000455,32,101,12.147099999999988,16.28969999999999,26.343099999999993,5.165799999999987,4.1426,0.5670918648536373,0.4472179713673275,0.8751218362195257,0.839711543016693,0.6980490760057622,1.4528999999999783,0.01030000000002218,-2.4431000000000154,4.534200000000002,-1.4425999999999544,2.5620187663509553,0.023031274813332937,-2.791725561956107,5.399711410076287,-2.0666168749259204
Aphanopetalum clematideum,20.399999999999977,21.69999999999999,27.69999999999999,15.5,1.3000000000000114,6,38,19.77069999999999,21.03249999999999,35.611799999999995,8.319399999999987,1.2617999999999958,0.19781466234999492,0.4072832302337394,1.389017685319431,0.9554247623316416,0.44119770558720905,0.6292999999999864,0.6674999999999969,-7.911800000000007,7.1806000000000125,0.038200000000015555,3.181260643291251,1.6389086278286473,-5.6959677933694115,7.515610106730229,0.08658249922032919
Apium annuum,14.300000000000011,20.399999999999977,29.59999999999997,9.800000000000011,6.099999999999966,43,284,12.202499999999992,21.412099999999985,36.878899999999994,3.951899999999985,9.209599999999991,0.9876331146580496,1.3420673361403082,1.7350663518278568,0.8400965135936169,1.6985797046394415,2.0975000000000197,-1.0121000000000073,-7.278900000000025,5.848100000000026,-3.1096000000000252,2.1237643502124186,-0.7541350368534683,-4.195170975641279,6.9612239848300925,-1.830705966582888
Apium insulare,13.599999999999966,14.599999999999966,21.19999999999999,9.699999999999989,1,41,68,13.213399999999975,19.43669999999998,23.32279999999999,8.80839999999999,6.223300000000003,0.37842257285162795,0.6884163181004822,0.2571892422056251,0.3907968297749569,0.7734761634177066,0.38659999999999073,-4.836700000000015,-2.1228000000000016,0.8915999999999986,-5.223300000000003,1.021609247796032,-7.025835781094956,-8.253844452416107,2.2814924074830207,-6.753019998599778
Apium prostratum,11.599999999999966,23.59999999999997,30.09999999999997,7.300000000000011,12,305,729,9.45569999999999,22.461599999999983,35.82039999999999,1.8341999999999796,13.005899999999992,1.6179447627330334,0.2283803791869941,1.335120364007072,1.4170244593225396,1.626228707719121,2.1442999999999763,1.1383999999999865,-5.720400000000023,5.465800000000032,-1.0058999999999916,1.3253233666505544,4.9846663888226725,-4.284557523211984,3.857237582626596,-0.6185476834994654
Apodasmia brownii,12.300000000000011,14.199999999999989,19.09999999999997,6.899999999999977,1.8999999999999773,8,199,12.47109999999999,15.356199999999989,27.463799999999992,4.579599999999987,2.8850999999999987,0.8334082789121768,0.4681246636321339,0.8054056358371473,1.0341824661892955,0.8913599231020581,-0.17109999999997783,-1.1562000000000001,-8.363800000000023,2.3203999999999905,-0.9851000000000214,-0.20530153626900563,-2.4698549122132474,-10.384580921521115,2.2437046419381734,-1.105165236251294
Araucaria cunninghamii,21,25.399999999999977,29.69999999999999,14.399999999999975,4.399999999999977,8,117,16.31389999999999,24.66789999999999,30.44699999999999,5.883799999999991,8.353999999999997,1.6953675297884665,1.1892913873412232,0.8564838378887062,1.7818227892953995,1.9824666892974945,4.68610000000001,0.7320999999999884,-0.7469999999999999,8.516199999999984,-3.95400000000002,2.764061430729832,0.6155766431947929,-0.8721705734009041,4.779487641062001,-1.9944849622674654
Araucaria heterophylla,12.199999999999989,22.5,27.59999999999997,8.5,10.300000000000011,6,9,17.385099999999987,19.758999999999983,23.84539999999998,10.416299999999993,2.373899999999995,0.26282516444790127,0.2011453689734279,0.17265181333726343,0.30544657079039406,0.3120996574752889,-5.1850999999999985,2.7410000000000174,3.7545999999999893,-1.9162999999999926,7.926100000000016,-19.728324001592394,13.626960511142139,21.746658360695214,-6.273764982992757,25.39605478621065
Archidendron grandiflorum,24.69999999999999,26.399999999999977,28.80000000000001,21,1.6999999999999886,7,106,17.353399999999986,25.773599999999988,29.840299999999992,8.162699999999985,8.4202,1.6530096433115231,0.9115667797775396,1.2738243750763107,2.461820316202886,1.775523709907714,7.346600000000002,0.6263999999999896,-1.0402999999999807,12.837300000000015,-6.720200000000011,4.444378186011269,0.6871685255498861,-0.8166745905907631,5.214556040304468,-3.7849114390870655
Arenga australasica,24.69999999999999,26.69999999999999,29.19999999999999,21,2,8,31,22.6143,26.241399999999985,29.658499999999975,15.668699999999989,3.627099999999987,1.5127835350849077,0.5672811012609611,0.5997561650016205,2.193171290690779,1.557504867219163,2.0856999999999886,0.4586000000000041,-0.4584999999999866,5.331300000000011,-1.6270999999999871,1.37871675069687,0.8084175534503459,-0.7644773438864905,2.4308634818581916,-1.0446837337369497
Argusia argentea,22.5,27.399999999999977,29.19999999999999,16.80000000000001,4.899999999999977,166,177,21.731099999999987,27.399999999999977,31.350599999999975,14.405499999999977,5.66889999999999,0.11196126707627184,0,0.19420957071513761,0.07762587053151833,0.11196126707627184,0.7689000000000128,0,-2.1505999999999865,2.3945000000000345,-0.7689000000000128,6.867553575257521,NA,-11.07360462247476,30.846675001574365,-6.867553575257521
Aristida contorta,21.69999999999999,25.59999999999997,30.399999999999977,15.399999999999975,3.8999999999999777,6,1063,17.69829999999999,25.229699999999987,38.6609,5.3589999999999876,7.5314,1.4988574594282429,1.6945853562242073,1.227390597030007,0.5585973782887192,2.0576364858516443,4.0017,0.37029999999998253,-8.26090000000002,10.040999999999988,-3.631400000000022,2.669833595468442,0.21851953260416873,-6.730457296959446,17.975379746251065,-1.7648404006099287
Aristida holathera,21.30000000000001,27.399999999999977,30.5,15.599999999999966,6.099999999999966,14,1205,18.520899999999987,27.72599999999999,39.3273,5.462799999999987,9.2051,1.5826806589037703,0.6359468754765831,0.8330177841010531,0.655183505153649,1.6592519721570658,2.7791000000000246,-0.32600000000001117,-8.827300000000001,10.137199999999979,-3.105100000000034,1.7559448802040352,-0.512621435172088,-10.596772564136716,15.472306491633477,-1.871385450856709
Aristolochia acuminata,26.19999999999999,27.5,32.69999999999999,21,1.3000000000000114,6,25,21.517699999999987,26.643600000000003,32.7731,13.968299999999982,5.125900000000016,1.419137294507006,0.5873874905580266,2.4101691445426363,2.0005017163494614,1.4707080513045985,4.6823000000000015,0.8563999999999972,-0.07310000000001082,7.0317000000000185,-3.8259000000000043,3.2993988799558576,1.4579813390074152,-0.030329821525402766,3.5149682414827144,-2.6014000512244575
Aristolochia chalmersii,25.399999999999977,26.399999999999977,28.30000000000001,22.80000000000001,1,6,22,24.4361,26.215199999999996,31.411599999999986,17.973599999999998,1.7790999999999957,0.33852827266181235,0.27518118519383766,0.557634644185949,0.800877296746788,0.4106602389224356,0.9638999999999776,0.18479999999998142,-3.1115999999999744,4.826400000000014,-0.7790999999999957,2.8473249587720777,0.6715575407882929,-5.579997642618451,6.026391333110755,-1.8971887856597436
Arivela tetrandra,26.30000000000001,27.5,35.10000000000002,17.599999999999966,1.1999999999999886,12,260,25.234899999999993,28.64669999999999,38.9832,13.137899999999986,3.4117999999999946,1.288251365837264,0.4159352258610875,0.9464848617878632,1.7799724413293283,1.3447040525665803,1.0651000000000188,-1.1466999999999885,-3.883199999999974,4.46209999999998,-2.211800000000006,0.8267796396301788,-2.7569196564826637,-4.102759755359215,2.5068365646535353,-1.6448228855847025
Arivela viscosa,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023,81,858,19.50599999999999,28.790899999999983,41.0879,5.19219999999999,9.284899999999997,1.222259349695445,0.24606449914145895,0.46346347039263847,0.39653044825889106,1.2324613385218075,4.193999999999999,-0.49089999999997147,-5.887900000000009,12.707799999999988,-4.684899999999974,3.4313503112453456,-1.9950053815677007,-12.70412961567797,32.04747593986322,-3.8012551416979625
Arundinella nepalensis,22.5,27.399999999999977,32.69999999999999,16.80000000000001,4.899999999999977,8,435,17.62229999999999,27.704899999999988,37.8847,5.757099999999989,10.082599999999998,2.3274556407716487,0.7874173074145724,1.1098863715524043,2.6455450286280335,2.356588795430963,4.8777000000000115,-0.3049000000000106,-5.184700000000014,11.042900000000023,-5.18260000000002,2.0957220041293034,-0.38721526327777533,-4.671379100500301,4.174149326699163,-2.1991957230927293
Arytera bifoliolata,26.19999999999999,26.69999999999999,28.80000000000001,24.19999999999999,0.5,7,41,25.265399999999996,26.566199999999984,32.71719999999999,19.98109999999999,1.3007999999999882,0.3838622020858352,0.2829445486621354,2.085457574081356,0.8771785634819321,0.44984633123069934,0.9345999999999925,0.13380000000000436,-3.91719999999998,4.218899999999998,-0.8007999999999882,2.434727865680839,0.47288417689140627,-1.8783407769517948,4.809625058840027,-1.7801634567278612
Arytera divaricata,22.5,26.30000000000001,29.69999999999999,16.80000000000001,3.8000000000000114,8,195,17.172799999999985,24.84289999999999,30.486799999999988,6.586599999999989,7.670100000000002,1.7274965714595238,0.9869669162103142,1.174668295990664,2.1023130499904528,1.8794489400668288,5.3272000000000155,1.4571000000000218,-0.7867999999999995,10.213400000000021,-3.870099999999991,3.083768783112074,1.4763412795992104,-0.6698061084013907,4.858172763588374,-2.059167406730602
Asparagus racemosus,25.399999999999977,27.5,35.10000000000002,17.599999999999966,2.1000000000000227,30,170,21.99019999999999,27.90009999999999,37.59889999999999,12.647799999999991,5.909900000000001,0.6982488893736329,0.31684441036632527,0.555209012036948,0.8542159240173629,0.7590310389688438,3.4097999999999864,-0.40009999999999124,-2.4988999999999706,4.952199999999975,-3.8098999999999785,4.883359002631227,-1.2627648994577767,-4.500827518688897,5.797363243604571,-5.019425826348011
Asplenium decurrens,11.599999999999966,14.5,20.19999999999999,8,2.900000000000034,46,170,11.000600000000002,16.33089999999999,21.716599999999985,4.994299999999985,5.330299999999986,0.24867947539247512,0.7265005113508222,0.7456409460460309,1.545505126518859,0.7767079149752457,0.5993999999999637,-1.830899999999989,-1.5165999999999968,3.005700000000015,-2.430299999999952,2.4103316088067523,-2.5201634016687704,-2.0339548250967057,1.9448010546365133,-3.1289754528604328
Asplenium difforme,18.09999999999997,22.5,30.09999999999997,10.699999999999989,4.400000000000034,6,33,18.331099999999985,21.00689999999998,26.417699999999986,11.390299999999993,2.675799999999994,0.9643094330569908,0.5010323576610777,0.7834606055957858,1.1289244351950083,1.062451487439859,-0.23110000000001563,1.4931000000000196,3.6822999999999837,-0.6903000000000041,1.7242000000000401,-0.23965336444692603,2.980047051192698,4.700044869773335,-0.6114669666803367,1.6228505681278367
Asplenium flabellifolium,12.399999999999975,17.80000000000001,25.69999999999999,6.899999999999977,5.400000000000034,22,550,6.679999999999986,17.53099999999999,29.003099999999993,-2.076000000000012,10.851000000000004,1.51509587667432,1.233117828749378,1.1969766677521938,1.7128858625074772,1.9210803079386252,5.719999999999989,0.26900000000001967,-3.303100000000004,8.975999999999988,-5.45099999999997,3.7753386357010994,0.2181462255499445,-2.759535828048266,5.240279108183022,-2.8374659703055576
Astartea fascicularis,16.30000000000001,16.69999999999999,22.5,11.300000000000011,0.39999999999997726,14,43,14.281299999999998,18.56969999999999,31.953899999999983,5.522399999999991,4.288399999999996,0.8390138582015395,0.5321607887707512,1.3077212718790276,1.345945693484622,0.95623209516299,2.0187000000000133,-1.8697000000000017,-9.453899999999983,5.77760000000002,-3.8884000000000185,2.4060389232749735,-3.513411809838261,-7.229292818962822,4.292595182679287,-4.066376792484925
Asteridea nivea,16.099999999999966,16.69999999999999,22.19999999999999,11.399999999999975,0.6000000000000227,13,73,14.067099999999996,17.262499999999985,31.026499999999988,4.953399999999989,3.195399999999989,0.791134301799317,0.6695610965864653,1.9723736988735188,0.8707391266198166,1.0326496042730189,2.0328999999999695,-0.5624999999999964,-8.8265,6.446599999999987,-2.5953999999999664,2.569601640804149,-0.8401025729656572,-4.475064743076363,7.403595178989483,-2.513340429571091
Asteromyrtus symphyocarpa,26.30000000000001,26.69999999999999,30.5,22.09999999999997,0.39999999999997726,14,297,25.406999999999993,27.764399999999988,37.337500000000006,14.228699999999987,2.357399999999994,0.7668370355160435,0.1993298080377659,0.36821098480264425,1.0110333814956327,0.7888139625206081,0.8930000000000184,-1.0643999999999991,-6.837500000000006,7.871299999999982,-1.9574000000000167,1.1645238279331063,-5.339893769417232,-18.569516614678964,7.785400703937077,-2.481446948207232
Astroloma humifusum,12.199999999999989,15.800000000000011,23.899999999999977,6.300000000000011,3.6000000000000227,15,640,11.459399999999992,17.39889999999999,31.410499999999992,1.9864999999999913,5.939499999999999,1.238299246961339,0.9508800991518138,1.4257392757732716,1.2287952179625703,1.537391727349708,0.740599999999997,-1.5988999999999791,-7.510500000000015,4.31350000000002,-2.339499999999976,0.5980783738804287,-1.6814948608412352,-5.2677934371461985,3.510348947444725,-1.5217331785913883
Asystasia australasica,26.19999999999999,26.399999999999977,29,24.19999999999999,0.19999999999998863,9,24,24.4663,26.384899999999984,29.754799999999992,20.132600000000004,1.9185999999999812,0.9475928673445356,0.03610115362827655,1.023007088686816,1.5893971886924292,0.9452235119205854,1.7336999999999883,0.01509999999999323,-0.7547999999999924,4.067399999999985,-1.7185999999999926,1.8295832099901526,0.41826918207306313,-0.737824799404755,2.5590834241667233,-1.818194298307281
Asystasia gangetica,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,6,87,21.016699999999982,26.98009999999999,33.66309999999999,13.44629999999999,5.963400000000004,2.097524903480464,0.901902110773344,3.0325904759784224,2.107550255172599,2.122249840236627,5.183300000000006,-0.5801000000000123,-4.8630999999999815,10.753699999999998,-5.763400000000015,2.471150636352043,-0.6431961884451078,-1.603612501760882,5.102464329667583,-2.7157028784873916
Atalaya salicifolia,27.09999999999997,27.5,33,20.19999999999999,0.4000000000000341,7,145,18.04509999999999,27.002099999999988,36.4622,6.798599999999993,8.957,1.1452631215653528,1.0456667772330748,1.858619279364559,1.1911998140517788,1.4398903723146013,9.054899999999979,0.497900000000012,-3.462200000000003,13.401399999999995,-8.556999999999967,7.906392714037351,0.4761555122918782,-1.8627806342263327,11.250337552031775,-5.942813539509069
Atalaya variifolia,26.59999999999997,28.30000000000001,35.19999999999999,19.5,1.7000000000000457,8,112,24.530399999999982,28.160699999999988,37.9631,14.260699999999987,3.630300000000002,1.6002113974461407,0.5220325928790512,0.8767993882109935,1.3854764722127413,1.6362240491873818,2.069599999999987,0.13930000000002352,-2.7631000000000085,5.2393000000000125,-1.9302999999999562,1.2933291209542486,0.26684157636934686,-3.151348001779279,3.7815871327156776,-1.1797284124742116
Atriplex amnicola,20.19999999999999,22.09999999999997,30.399999999999977,15.399999999999975,1.8999999999999773,7,47,20.181499999999986,23.16919999999999,38.7202,6.57369999999998,2.987700000000006,0.4065132261107964,0.47160764812900174,0.65033444849162,0.3894997047752699,0.5792358968712349,0.01850000000000307,-1.06920000000002,-8.320200000000021,8.826299999999996,-1.0877000000000288,0.04550897439917696,-2.267138805407064,-12.793724858490611,22.660607676435895,-1.8778187019749335
Atriplex australasica,14,17.599999999999966,23.899999999999977,10.099999999999966,3.599999999999966,8,70,13.500599999999984,18.482299999999988,28.20969999999999,5.53249999999999,4.9817000000000045,1.083593011150319,1.65302425850294,1.6388049278640844,0.8933150405997632,1.8907591279906804,0.4994000000000156,-0.8823000000000221,-4.309700000000014,4.567499999999976,-1.3817000000000386,0.4608741426542271,-0.5337489728064102,-2.6297821825670287,5.112977832471509,-0.7307646857526365
Atriplex cinerea,12.800000000000011,21.80000000000001,30.399999999999977,6.300000000000011,9,320,446,11.917799999999987,22.60599999999999,38.23699999999999,4.315099999999988,10.688200000000004,0.3345969442704363,0.21006696105796177,0.48609390788949663,0.25307318316257355,0.3814528362278409,0.8822000000000241,-0.8059999999999796,-7.83700000000001,1.9849000000000236,-1.6882000000000037,2.636605070986513,-3.8368718047841313,-16.1223991348223,7.843185813666117,-4.425710965199498
Atriplex hypoleuca,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886,17,29,15.416299999999978,18.694499999999987,31.7157,8.478799999999987,3.278200000000009,0.04106088157841326,0.02280943379986601,0.986284069761988,0.6108057331456754,0.04546236714940675,0.383700000000033,-0.6944999999999872,-3.2156999999999982,1.6211999999999787,-1.0782000000000203,9.344660544301458,-30.44792808509201,-3.2604196890009765,2.6541990554848427,-23.716318960177375
Atriplex isatidea,16.69999999999999,25.59999999999997,29.899999999999977,11.099999999999966,8.899999999999977,42,59,15.556199999999995,25.668000000000003,36.03069999999998,7.927899999999991,10.111800000000006,0.1037898469616923,0.20765143659296928,0.70518422755673,1.074209251270685,0.2290266648519713,1.1437999999999935,-0.06800000000003337,-6.1307000000000045,3.1720999999999746,-1.2118000000000286,11.020345761008373,-0.3274718495366082,-8.693756553859973,2.952962838709208,-5.291086960477992
Atriplex muelleri,15.800000000000011,23.69999999999999,27.80000000000001,8.800000000000011,7.899999999999977,14,175,17.991999999999987,24.684599999999985,37.8594,5.49559999999999,6.692599999999999,1.6724871339454943,0.4784263075247139,0.5178994688738965,1.0639984646289342,1.7387203306996752,-2.1919999999999753,-0.9845999999999968,-10.05939999999999,3.3044000000000215,1.2073999999999785,-1.3106229372473077,-2.0579971972990547,-19.423460738186925,3.105643579243716,0.6944187507798398
Atriplex paludosa,14.399999999999975,20.399999999999977,26.69999999999999,8.800000000000011,6,116,338,12.601499999999984,22.239699999999974,36.45680000000001,5.048899999999981,9.63819999999999,0.23842104478128087,0.28564927009446744,0.4637551388705398,0.1753554662379805,0.376088024539737,1.7984999999999918,-1.839699999999997,-9.75680000000002,3.7511000000000303,-3.6381999999999906,7.5433777318184,-6.44041554663027,-21.038688700598296,21.39140615616335,-9.673799117779627
Atriplex suberecta,14.199999999999989,16.69999999999999,23.899999999999977,9.699999999999989,2.5,10,237,14.40619999999999,19.55699999999999,34.0653,4.480399999999991,5.1508,0.6754389519251732,1.341570277999187,1.6803897225404671,0.7366128144679776,1.475084823064503,-0.20620000000000083,-2.857000000000003,-10.165300000000023,5.219599999999998,-2.6508000000000003,-0.30528295623502055,-2.129593989113207,-6.049370490454915,7.085947864985055,-1.7970491991727888
Austrostipa compressa,18,18,28.5,10.099999999999966,0,6,120,15.03969999999999,18.746499999999983,32.15919999999999,6.2060999999999895,3.706799999999995,0.6575151984830748,0.5422192838250531,1.0731761584507304,0.910561316942417,0.7720166900849827,2.960300000000011,-0.7464999999999833,-3.6591999999999913,3.8938999999999764,-3.706799999999995,4.5022533423251545,-1.3767492641239982,-3.409691848990126,4.276373186020401,-4.801450600235022
Austrostipa crinita,20.399999999999977,22,27.69999999999999,15.5,1.6000000000000227,11,31,20.457899999999984,21.987799999999982,33.53209999999999,11.924099999999983,1.5298999999999996,0.7205392194507875,0.10508188332058084,2.6656754144898196,2.2930475915813977,0.7223834354605663,-0.05790000000000717,0.012200000000017752,-5.832100000000004,3.5759000000000167,0.07010000000002314,-0.08035648641602043,0.11609993668269473,-2.1878507669382556,1.5594530236216777,0.09703987738219641
Austrostipa elegantissima,15.399999999999975,22.09999999999997,30.399999999999977,9.5,6.699999999999989,66,826,13.838799999999988,22.207599999999996,37.4971,3.3251999999999904,8.368800000000007,0.5017033648145733,0.6545155694333247,0.6669080568986684,0.642415486782239,0.808777275076815,1.561199999999987,-0.10760000000002634,-7.097100000000026,6.17480000000001,-1.6688000000000187,3.1117989423431465,-0.16439639486832333,-10.641796761316344,9.61184798163668,-2.063361634192209
